priority_rank,competition_id,problem_id,source_event_id,source_round_id,boulder_number,leaderboard_route_id,event_date,event_name,source_scope,source_url,event_tier,category,round_name,linked_outcomes,linked_athletes,zone_rate,top_rate,rows_with_both_board_metrics,mean_physical_metrics_available,outcome_spread,priority_rule,tag_status
342,CEC|event:165,CEC|event:165|route:14478,165,3107,5,14478,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3107/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
343,CEC|event:165,CEC|event:165|route:15306,165,3107,6,15306,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3107/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
344,CEC|event:165,CEC|event:165|route:15307,165,3107,7,15307,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3107/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
345,CEC|event:165,CEC|event:165|route:15308,165,3107,8,15308,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3107/results,Regional / local,Open Male,Qualification,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
346,CEC|event:165,CEC|event:165|route:15584,165,3112,1,15584,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3112/results,Regional / local youth,Youth A Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
347,CEC|event:165,CEC|event:165|route:15585,165,3112,2,15585,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3112/results,Regional / local youth,Youth A Male,Qualification,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
348,CEC|event:165,CEC|event:165|route:15586,165,3112,3,15586,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3112/results,Regional / local youth,Youth A Male,Qualification,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
349,CEC|event:165,CEC|event:165|route:15587,165,3112,4,15587,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3112/results,Regional / local youth,Youth A Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
350,CEC|event:165,CEC|event:165|route:15588,165,3112,5,15588,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3112/results,Regional / local youth,Youth A Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
351,CEC|event:165,CEC|event:165|route:15589,165,3112,6,15589,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3112/results,Regional / local youth,Youth A Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
352,CEC|event:165,CEC|event:165|route:15590,165,3112,7,15590,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3112/results,Regional / local youth,Youth A Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
353,CEC|event:165,CEC|event:165|route:15591,165,3112,8,15591,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3112/results,Regional / local youth,Youth A Male,Qualification,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
354,CEC|event:153,CEC|event:153|route:13980,153,2847,1,13980,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2847/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
355,CEC|event:153,CEC|event:153|route:13981,153,2847,2,13981,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2847/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
356,CEC|event:153,CEC|event:153|route:13982,153,2847,3,13982,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2847/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
357,CEC|event:153,CEC|event:153|route:13983,153,2847,4,13983,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2847/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
358,CEC|event:153,CEC|event:153|route:13984,153,2847,5,13984,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2847/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
359,CEC|event:153,CEC|event:153|route:14008,153,2863,1,14008,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2863/results,Regional / local youth,Juvénile B hommes,Finales,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
360,CEC|event:153,CEC|event:153|route:14009,153,2863,2,14009,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2863/results,Regional / local youth,Juvénile B hommes,Finales,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
361,CEC|event:153,CEC|event:153|route:14010,153,2863,3,14010,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2863/results,Regional / local youth,Juvénile B hommes,Finales,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
362,CEC|event:153,CEC|event:153|route:14011,153,2863,4,14011,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2863/results,Regional / local youth,Juvénile B hommes,Finales,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
363,CEC|event:154,CEC|event:154|route:13142,154,2881,1,13142,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2881/results,Regional / local,Open Male,Qualification,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
364,CEC|event:154,CEC|event:154|route:13143,154,2881,2,13143,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2881/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
365,CEC|event:154,CEC|event:154|route:13144,154,2881,3,13144,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2881/results,Regional / local,Open Male,Qualification,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
366,CEC|event:154,CEC|event:154|route:13145,154,2881,4,13145,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2881/results,Regional / local,Open Male,Qualification,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
367,CEC|event:154,CEC|event:154|route:13146,154,2881,5,13146,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2881/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
368,CEC|event:154,CEC|event:154|route:13362,154,2881,6,13362,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2881/results,Regional / local,Open Male,Qualification,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
369,CEC|event:154,CEC|event:154|route:13363,154,2881,7,13363,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2881/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
370,CEC|event:154,CEC|event:154|route:13364,154,2881,8,13364,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2881/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
371,CEC|event:154,CEC|event:154|route:15157,154,2886,1,15157,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2886/results,Regional / local youth,Youth A Male,Qualification,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
372,CEC|event:154,CEC|event:154|route:15158,154,2886,2,15158,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2886/results,Regional / local youth,Youth A Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
373,CEC|event:154,CEC|event:154|route:15159,154,2886,3,15159,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2886/results,Regional / local youth,Youth A Male,Qualification,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
374,CEC|event:154,CEC|event:154|route:15160,154,2886,4,15160,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2886/results,Regional / local youth,Youth A Male,Qualification,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
375,CEC|event:154,CEC|event:154|route:15161,154,2886,5,15161,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2886/results,Regional / local youth,Youth A Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
376,CEC|event:154,CEC|event:154|route:15162,154,2886,6,15162,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2886/results,Regional / local youth,Youth A Male,Qualification,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
377,CEC|event:154,CEC|event:154|route:15163,154,2886,7,15163,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2886/results,Regional / local youth,Youth A Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
378,CEC|event:154,CEC|event:154|route:15164,154,2886,8,15164,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2886/results,Regional / local youth,Youth A Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
379,IFSC|event:1412,IFSC|event:1412|route:15862,1412,9400,1,15862,2025-06-25,IFSC World Cup Innsbruck 2025,IFSC,/api/v1/category_rounds/9400/results,World series,Women,Qualification,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
380,IFSC|event:1412,IFSC|event:1412|route:15863,1412,9400,2,15863,2025-06-25,IFSC World Cup Innsbruck 2025,IFSC,/api/v1/category_rounds/9400/results,World series,Women,Qualification,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
381,IFSC|event:1412,IFSC|event:1412|route:15864,1412,9400,3,15864,2025-06-25,IFSC World Cup Innsbruck 2025,IFSC,/api/v1/category_rounds/9400/results,World series,Women,Qualification,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
382,IFSC|event:1412,IFSC|event:1412|route:15865,1412,9400,4,15865,2025-06-25,IFSC World Cup Innsbruck 2025,IFSC,/api/v1/category_rounds/9400/results,World series,Women,Qualification,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
383,IFSC|event:1412,IFSC|event:1412|route:15866,1412,9400,5,15866,2025-06-25,IFSC World Cup Innsbruck 2025,IFSC,/api/v1/category_rounds/9400/results,World series,Women,Qualification,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
384,IFSC|event:1411,IFSC|event:1411|route:15837,1411,9398,1,15837,2025-06-13,IFSC World Cup Bern 2025,IFSC,/api/v1/category_rounds/9398/results,World series,Women,Qualification,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
385,IFSC|event:1411,IFSC|event:1411|route:15838,1411,9398,2,15838,2025-06-13,IFSC World Cup Bern 2025,IFSC,/api/v1/category_rounds/9398/results,World series,Women,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
386,IFSC|event:1411,IFSC|event:1411|route:15839,1411,9398,3,15839,2025-06-13,IFSC World Cup Bern 2025,IFSC,/api/v1/category_rounds/9398/results,World series,Women,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
387,IFSC|event:1411,IFSC|event:1411|route:15840,1411,9398,4,15840,2025-06-13,IFSC World Cup Bern 2025,IFSC,/api/v1/category_rounds/9398/results,World series,Women,Qualification,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
