event_date,event_name,source_scope,event_tier,rating_context,direct_context_head,classification_reason,all_results_update_shared_skill,direct_label_controls_input_eligibility
2021-02-06,TAA Campionato Assoluto Boulder,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-02-06,Toscana 1° prova Campionato Regionale Boulder,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-02-07,Lazio 1° prova di qualifica U20 Senior Boulder,FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2021-02-13,Coppa Italia Boulder 1° Prova,FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-02-20,"Hessische Bouldermeisterschaft, Sportpark Kelkheim ",DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-02-20,Piemonte/Valle D'Aosta Campionato Regionale Senior Boulder,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-02-20,Sicilia 2° prova di qualifica U14 U20 Senior Speed Lead,FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2021-02-26,Test,FASI,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2021-02-26,Trial Nazionale Giovanile Lead,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-02-28,Toscana 2° prova di qualifica U14 U20 Senior Boulder,FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2021-03-06,Abruzzo 1° prova di qualifica U14-20 Senior Boulder,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-03-06,Friuli Venezia Giulia prova di qualifica U18-20 Senior Boulder,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-03-06,Trial Boulder Senior,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-03-07,Emilia Romagna 1° tappa Campionato regionale Boulder,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-03-07,Lazio 2° prova di qualifica U20 + Senior Boulder,FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2021-03-07,Sardegna 1° prova Campionato regionale Senior Boulder,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-03-07,Sicilia 3° prova di qualifica U14 U20 Senior Boulder,FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2021-03-13,Trial Giovanile Boulder Lead Speed,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-03-20,1. Deutscher Jugendcup (B) 2021 - Nürnberg,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-03-20,Liguria Campionato regionale 1° tappa Boulder,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-03-20,SportXX Swiss Climbing Cup CAS 2021 (B) - L'Entrepôt Bulle - 20.3. Elite / 21.3. U18,SAC-CAS,National series,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2021-03-25,USA Climbing National Team Trials,USAC,Regional / local,Senior / Open,FED:USAC,direct federation-level evidence,True,False
2021-03-26,Coppa Italia Boulder 2° Prova,FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-03-27,1. Nominierungswettkampf Bouldern - Nationalkader Jugend,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-03-27,SportXX Youth Climbing Cup 2021 (B) - Grip Biel - 27.3. U16 / 28.3. U14 ,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2021-04-03,1. Nominierungswettkampf Lead - Nationalkader Jugend,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-04-10,"Rheinland-Pfälzische Meisterschaft Bouldern, RockTown Kaiserslautern ",DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-04-10,Nazionale Speed,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-04-10,IFSC Europe - Continental Cup (B) - Klagenfurt (AUT) 2021,IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2021-04-10,SportXX Youth Climbing Cup 2021 (B) - Isatis Aarburg - U12,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2021-04-11,Lazio 2° prova di qualifica U14 U20 Senior Speed e U20 Senior Lead,FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2021-04-16,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2021-04-18,Veneto 3° prova di qualifica U20 Senior Boulder,FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2021-04-24,Bay. Nominierungslehrgang_Bouldern -  Bayerische Jugendkaderathleten ,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-04-24,Coppa Italia Boulder 3° Prova,FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-04-24,Friuli Venezia Giulia prova di qualifica U14 U20 Senior Boulder,FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2021-04-30,"IFSC Europe - Continental Youth Championships (B,S,L) - Perm (RUS)",IFSC,Continental championship youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2021-05-01,Piemonte/Val D'Aosta Campionato Regionale Senior Lead,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-05-01,"IFSC Europe - Continental Youth Championships (B,S,L) - Perm (RUS)",IFSC,Continental championship youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2021-05-08,2. Deutscher Jugendcup (L) 2021 - Darmstadt,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-05-08,3. Deutscher Jugendcup (S) 2021 - Darmstadt,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-05-08,Abruzzo 2° prova di qualifica U14-20 Senior Boulder,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-05-08,Coppa Italia Speed 2° prova,FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-05-08,Toscana 3° prova di qualifica U14 U20 Senior Boulder,FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2021-05-09,Friuli Venezia Giulia prova di qualifica U14 U20 Senior Lead,FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2021-05-14,IFSC Europe - Continental Youth Cup (B) - Graz (AUT) 2021,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2021-05-15,Campionato TAA Senior Lead,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-05-15,Raduno Senior Lead,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-05-15,TAA 3° prova di qualifica  Lead,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-05-16,Lazio 2° prova di qualifica U20 + Senior Lead,FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2021-05-16,Marche Campionato Regionale Boulder,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-05-21,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2021-05-22,Coppa Italia Lead 1° Prova,FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-05-22,Marche/Umbria 4° prova di qualifica U14-20 Senior Boulder,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-05-22,SportXX Youth Climbing Cup 2021 - Lead-SM Magnet Niederwangen,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2021-05-28,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2021-05-29,Liguria 4° prova di qualifica Lead-Speed U14 U20 Senior,FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2021-05-29,SportXX Youth Climbing Cup 2021 - Boulder-SM Quadrel Domat/Ems - 29.5. U16+U14/30.5. U12 ,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2021-05-30,Macro N/O U20 Senior Speed,FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2021-06-04,IFSC Europe - Continental Youth Cup (S) - Bochum (GER) 2021,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2021-06-05,Raduno Senior Lead,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-06-05,SportXX Swiss Climbing Cup 2021 - Boulder-Schweizermeisterschaft B2 Pratteln ,SAC-CAS,National championship,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2021-06-06,Sardegna 2° prova Campionato regionale Senior Boulder,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-06-08,1a Simulazione Olimpica,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-06-11,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2021",IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2021-06-12,Baden-Württembergischer Jugendcup Lead 2021 - Freiburg,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-06-12,Bay. Nominierungslehrgang  Lead Jugend B/C und A- DAV Kletterzentrum Deggendorf,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-06-13,Sardegna 3° prova Campionato regionale Senior Boulder,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-06-18,Campionato Italiano Boulder,FASI,National championship,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-06-19,4. Deutscher Jugendcup (B) 2021 - Mannheim,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-06-19,IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI),IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2021-06-23,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2021-06-23,IFSC Europe - Continental Cup (S) - Innsbruck (AUT) 2021,IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2021-06-26,Baden-Württembergischer Jugendcup Lead 2021 - Offenburg,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-06-26,Emilia Romagna Campionato Regionale Lead,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-06-27,IFSC Europe - Continental Cup (S) - Gaflenz (AUT) 2021,IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2021-06-27,IFSC Europe - Continental Youth Cup (S) - Gaflenz (AUT),IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2021-07-01,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2021-07-02,"IFSC Europe - Continental Youth Cup (L,S) - Puurs (BEL) 2021",IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2021-07-03,Lombardia Campionato Regionale Lead,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-07-03,SportXX Swiss Climbing Cup 2021 - Championnats suisses de vitesse Villars,SAC-CAS,National series,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2021-07-03,SportXX Youth Climbing Cup 2021 - Championnats suisses de vitesse Villars - M16,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2021-07-04,SportXX Youth Climbing Cup 2021 (L) - Villars - M14+M12 ,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2021-07-10,"Rheinland-Pfalz Meisterschaft Lead, Pfalz Rock Frankenthal",DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-07-10,Zürcher Klettermeisterschaft 2021 (Lead) - Griffig Uster,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2021-07-11,Bayerische Jugendmeisterschaft A/B/C Speed - DAV Kletterzentrum Erlangen,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-07-12,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2021-07-17,1.Sächsischer Jugendcup 2021 Lead in Dresden,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-07-17,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2021-07-24,Baden-Württembergischer Jugendcup Bouldern 2021 - Stuttgart Rockerei,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2021-07-24,Coppa Italia Speed 3° Prova,FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2021-07-24,IFSC Europe - Continental Youth Cup (L) - Veliko Tarnovo (BUL) 2021,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2021-07-29,"IFSC Europe - Continental Youth Cup (L,S) - Zilina (SVK) 2021",IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2021-08-07,IFSC Europe - Continental Cup (B) - Krakow (POL) 2021,IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2021-08-14,SportXX Swiss Climbing Cup 2021 (L) - Grimper.ch Villeneuve ,SAC-CAS,National series,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2021-08-20,"IFSC - Climbing Youth World Championships (B,L,S) - Voronezh (RUS) 2021",IFSC,World major youth,Youth,IFSC_WORLD_YOUTH,"direct Youth World evidence; transition context, not adult WC evidence",True,False
2021-08-21,"IFSC - Climbing Youth World Championships (B,L,S) - Voronezh (RUS) 2021",IFSC,World major youth,Youth,IFSC_WORLD_YOUTH,"direct Youth World evidence; transition context, not adult WC evidence",True,False
